strain,carbon_source,date,inducer_conc,replicate,entry,name,synonyms,intensity,norm_intensity,common_intensity,mass_frac,rel_mass_frac,localization
wildtype,glucose,2024-05-22,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.36e-06,0.714050576475013,4052400.0,1.363245480208641e-06,4.0564455e-05,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.88e-06,0.949334895485303,4052400.0,1.8779902776241528e-06,5.393070731480719e-05,phi_peri
wildtype,glycerol,2024-05-22,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,3.91e-06,1.81639489780782,4052400.0,3.91118427666149e-06,0.0001031874653166,phi_peri
wildtype,sorbitol,2024-05-22,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,3.77e-06,1.71262828248697,4052400.0,3.7670375738494143e-06,9.729259408993842e-05,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,2.51e-06,1.26554348091725,4052400.0,2.512372304345427e-06,7.189418127163654e-05,phi_peri
wildtype,LB,2024-05-24,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,2.29e-06,1.18496979236434,4052400.0,2.293341462472706e-06,6.731687558605963e-05,phi_peri
wildtype,acetate,2024-05-25,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.99e-06,0.941796306724028,4052400.0,1.991894063255054e-06,5.350244809249853e-05,phi_peri
meshI,glucose,2024-05-23,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.45e-06,0.749497459797846,4052400.0,1.447400758226684e-06,4.257815480056255e-05,phi_peri
meshI,glucose,2024-05-23,100,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.36e-06,0.698629042196045,4052400.0,1.3634114362185522e-06,3.968837401372263e-05,phi_peri
relA,glucose,2024-05-23,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.82e-06,0.89014522494643,4052400.0,1.8153044461243707e-06,5.056820498494182e-05,phi_peri
relA,glucose,2024-05-26,2,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.89e-06,0.915635442739947,4052400.0,1.891109230525728e-06,5.201627718975644e-05,phi_peri
relA,glucose,2024-05-25,4,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,2.45e-06,1.12701125145847,4052400.0,2.453635819311936e-06,6.402431242330993e-05,phi_peri
lacZ,glucose,2024-05-25,0,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.59e-06,0.787486066885766,4052400.0,1.5949641268195877e-06,4.473624722916594e-05,phi_peri
lacZ,glucose,2024-05-28,1,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.47e-06,0.73593586064616,4052400.0,1.470966939303582e-06,4.180773475380294e-05,phi_peri
lacZ,glucose,2024-05-26,3,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.93e-06,0.943639433344619,4052400.0,1.931306871022294e-06,5.36071541586001e-05,phi_peri
lacZ,glucose,2024-05-25,5,2,AMIC_ECOLI,amiC,ygdN b2817 JW5449,1.82e-06,0.884274113918481,4052400.0,1.8239967026503637e-06,5.023467340197057e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,2.94e-05,0.696812697636063,84171000.0,2.941804100684025e-05,1.279937e-05,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,7.19e-05,1.65256432184154,84171000.0,7.185804684101234e-05,3.03550470245539e-05,phi_peri
wildtype,glycerol,2024-05-22,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,4.49e-05,0.976615097147333,84171000.0,4.491392367170556e-05,1.7938906708188735e-05,phi_peri
wildtype,sorbitol,2024-05-22,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,5.46e-05,1.16294355917465,84171000.0,5.461409560761248e-05,2.136147196153344e-05,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,2.95e-05,0.673899638155814,84171000.0,2.9464898943410824e-05,1.2378492586148842e-05,phi_peri
wildtype,LB,2024-05-24,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,6.93e-06,0.159530839502413,84171000.0,6.9338201989374006e-06,2.930334432953254e-06,phi_peri
wildtype,acetate,2024-05-25,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,4.5e-05,0.985069730857453,84171000.0,4.49980745561505e-05,1.8094205234517854e-05,phi_peri
meshI,glucose,2024-05-23,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,4.53e-05,1.07974007223209,84171000.0,4.529972616240523e-05,1.9833152775788342e-05,phi_peri
meshI,glucose,2024-05-23,100,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,3.03e-05,0.712160569153621,84171000.0,3.0279419721727805e-05,1.30812866282878e-05,phi_peri
relA,glucose,2024-05-23,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,3.8e-05,0.869433753838129,84171000.0,3.80219533368146e-05,1.5970151438995822e-05,phi_peri
relA,glucose,2024-05-23,2,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,4.14e-05,0.900460300822789,84171000.0,4.144548010456612e-05,1.654006105176017e-05,phi_peri
relA,glucose,2024-05-25,4,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,0.0001020114416477,2.13079329767119,84171000.0,0.0001020114416477,3.913937260749798e-05,phi_peri
lacZ,glucose,2024-05-25,0,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,5.26e-05,1.18962815990648,84171000.0,5.260705604892762e-05,2.185162674663948e-05,phi_peri
lacZ,glucose,2024-05-28,1,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,3.98e-05,0.884751210830587,84171000.0,3.977522691567059e-05,1.6251509399564953e-05,phi_peri
lacZ,glucose,2024-05-29,3,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,3.92e-05,0.871608785149707,84171000.0,3.920923958262119e-05,1.6010103395400915e-05,phi_peri
lacZ,glucose,2024-05-25,5,1,AMPC_ECOLI,ampC,ampA b4150 JW4111,3.63e-05,0.811593937220016,84171000.0,3.632061969723324e-05,1.4907723592690945e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.06e-05,0.918279404433416,22948000.0,1.0569510906798255e-05,2.311102e-05,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.36e-05,1.15080062823568,22948000.0,1.3642673352407024e-05,2.8963054389287288e-05,phi_peri
wildtype,glycerol,2024-05-22,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,9.3e-06,0.741849711695306,22948000.0,9.30156123653416e-06,1.8670682845776077e-05,phi_peri
wildtype,sorbitol,2024-05-22,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.26e-05,0.981049308764468,22948000.0,1.256085779797834e-05,2.4690796816717465e-05,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,9.06e-06,0.75972143618785,22948000.0,9.056209646327736e-06,1.9120473813740253e-05,phi_peri
wildtype,LB,2024-05-24,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.68e-05,1.41758337879319,22948000.0,1.6798050864133886e-05,3.5677374076761765e-05,phi_peri
wildtype,acetate,2024-05-25,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.2e-05,0.965809948477024,22948000.0,1.2028209549925517e-05,2.4307256514397783e-05,phi_peri
meshI,glucose,2024-05-23,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.27e-05,1.10709062890225,22948000.0,1.2663153930888015e-05,2.7862972362054876e-05,phi_peri
meshI,glucose,2024-05-23,100,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,9.7e-06,0.836455559650397,22948000.0,9.696050091571578e-06,2.1051698507949306e-05,phi_peri
relA,glucose,2024-05-23,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,9.72e-06,0.815623680372187,22948000.0,9.724563319853468e-06,2.052740712527003e-05,phi_peri
relA,glucose,2024-05-23,2,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.55e-05,1.23556532242273,22948000.0,1.5504603678141156e-05,3.109639042317069e-05,phi_peri
relA,glucose,2024-05-25,4,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,2.38e-05,1.82507655911974,22948000.0,2.382160420490242e-05,4.593305768996576e-05,phi_peri
lacZ,glucose,2024-05-25,0,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.06e-05,0.878002625276558,22948000.0,1.0585489160364124e-05,2.209734437563591e-05,phi_peri
lacZ,glucose,2024-05-28,1,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.06e-05,0.866902953223986,22948000.0,1.0625376726517836e-05,2.1817990682672807e-05,phi_peri
lacZ,glucose,2024-05-29,3,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,1.21e-05,0.990355359718675,22948000.0,1.214619450312055e-05,2.492500911494101e-05,phi_peri
lacZ,glucose,2024-05-25,5,1,APHA_ECOLI,aphA,napA yjbP b4055 JW4015,8.6e-06,0.704562890900233,22948000.0,8.596399204725405e-06,1.773225772486961e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,ARCB_ECOLI,arcB,b3210 JW5536,4.46e-05,0.97895267521574,90908500.0,4.463765750315025e-05,0.000103899225,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,ARCB_ECOLI,arcB,b3210 JW5536,5.15e-05,1.09728649460746,90908500.0,5.153224646654826e-05,0.0001164583531758,phi_mem
wildtype,glycerol,2024-05-22,0,1,ARCB_ECOLI,arcB,b3210 JW5536,4.25e-05,0.854737478571776,90908500.0,4.245533923182114e-05,9.071588836762777e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,1,ARCB_ECOLI,arcB,b3210 JW5536,5.08e-05,1.0018276561103,90908500.0,5.08137363707251e-05,0.0001063270162988,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,ARCB_ECOLI,arcB,b3210 JW5536,4.75e-05,1.00502978856453,90908500.0,4.7460321080199554e-05,0.0001066668683557,phi_mem
wildtype,LB,2024-05-24,0,1,ARCB_ECOLI,arcB,b3210 JW5536,3.75e-05,0.799052592801462,90908500.0,3.750984722231998e-05,8.480588206985233e-05,phi_mem
wildtype,acetate,2024-05-25,0,1,ARCB_ECOLI,arcB,b3210 JW5536,5.12e-05,1.03777112257921,90908500.0,5.120006865818417e-05,0.0001101418057206,phi_mem
meshI,glucose,2024-05-23,0,1,ARCB_ECOLI,arcB,b3210 JW5536,3.92e-05,0.865872502864534,90908500.0,3.923487834442016e-05,9.189768236407278e-05,phi_mem
meshI,glucose,2024-05-23,100,1,ARCB_ECOLI,arcB,b3210 JW5536,4.07e-05,0.885954565210324,90908500.0,4.06839469560511e-05,9.402905272236864e-05,phi_mem
relA,glucose,2024-05-23,0,1,ARCB_ECOLI,arcB,b3210 JW5536,4.08e-05,0.86443940694268,90908500.0,4.082954023820357e-05,9.17455835349864e-05,phi_mem
relA,glucose,2024-05-23,2,1,ARCB_ECOLI,arcB,b3210 JW5536,6.51e-05,1.30916374908995,90908500.0,6.508015528101582e-05,0.0001389455306392,phi_mem
relA,glucose,2024-05-25,4,1,ARCB_ECOLI,arcB,b3210 JW5536,9.12e-05,1.76335468309982,90908500.0,9.117782826963004e-05,0.0001871501959313,phi_mem
lacZ,glucose,2024-05-25,0,1,ARCB_ECOLI,arcB,b3210 JW5536,4.54e-05,0.949902943931206,90908500.0,4.53684562332076e-05,0.0001008160886612,phi_mem
lacZ,glucose,2024-05-28,1,1,ARCB_ECOLI,arcB,b3210 JW5536,4.35e-05,0.894950749030106,90908500.0,4.345428828051199e-05,9.498384507392628e-05,phi_mem
lacZ,glucose,2024-05-29,3,1,ARCB_ECOLI,arcB,b3210 JW5536,4.22e-05,0.868169158743343,90908500.0,4.218064141775571e-05,9.2141433437992e-05,phi_mem
lacZ,glucose,2024-05-25,5,1,ARCB_ECOLI,arcB,b3210 JW5536,4.16e-05,0.861521163241969,90908500.0,4.16411208704267e-05,9.143586145490916e-05,phi_mem
wildtype,glucose,2024-05-22,0,2,ARCB_ECOLI,arcB,b3210 JW5536,2.18e-05,0.561602978393801,82486300.0,2.1824485356475865e-05,0.000103899225,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.83e-05,0.950106469511042,82486300.0,3.82574206980232e-05,0.0001757742206638,phi_mem
wildtype,glycerol,2024-05-22,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.94e-05,0.899213995104006,82486300.0,3.941219103784825e-05,0.0001663588705808,phi_mem
wildtype,sorbitol,2024-05-22,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.39e-05,0.756878535502471,82486300.0,3.388695501635047e-05,0.0001400261328434,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.47e-05,0.859804781033433,82486300.0,3.47437185770894e-05,0.0001590679783361,phi_mem
wildtype,LB,2024-05-24,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.41e-05,0.865501566760872,82486300.0,3.409563778746309e-05,0.0001601219108202,phi_mem
wildtype,acetate,2024-05-25,0,2,ARCB_ECOLI,arcB,b3210 JW5536,4e-05,0.929669780230362,82486300.0,4.002280149891076e-05,0.0001719933358404,phi_mem
meshI,glucose,2024-05-23,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.98e-05,1.01255795569061,82486300.0,3.980228796680283e-05,0.0001873280429614,phi_mem
meshI,glucose,2024-05-23,100,2,ARCB_ECOLI,arcB,b3210 JW5536,3.84e-05,0.967881964557066,82486300.0,3.844786345507256e-05,0.000179062771883,phi_mem
relA,glucose,2024-05-23,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.11e-05,0.748116402217858,82486300.0,3.105469714043925e-05,0.000138405096466,phi_mem
relA,glucose,2024-05-26,2,2,ARCB_ECOLI,arcB,b3210 JW5536,5.58e-05,1.32734059225096,82486300.0,5.580150496264526e-05,0.0002455643295203,phi_mem
relA,glucose,2024-05-25,4,2,ARCB_ECOLI,arcB,b3210 JW5536,8.37e-05,1.88814084686959,82486300.0,8.367307997523418e-05,0.0003493150467999,phi_mem
lacZ,glucose,2024-05-25,0,2,ARCB_ECOLI,arcB,b3210 JW5536,3.69e-05,0.895067423877023,82486300.0,3.690058990070567e-05,0.0001655917351605,phi_mem
lacZ,glucose,2024-05-28,1,2,ARCB_ECOLI,arcB,b3210 JW5536,3.87e-05,0.951059583859985,82486300.0,3.869369367207714e-05,0.0001759505513565,phi_mem
lacZ,glucose,2024-05-26,3,2,ARCB_ECOLI,arcB,b3210 JW5536,3.16e-05,0.757904749594205,82486300.0,3.157398147391481e-05,0.0001402159873365,phi_mem
lacZ,glucose,2024-05-25,5,2,ARCB_ECOLI,arcB,b3210 JW5536,3.63e-05,0.865335979603427,82486300.0,3.6332176503295375e-05,0.0001600912764076,phi_mem
wildtype,glucose,2024-05-22,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005685884870164,0.808385096146884,1402311700.0,0.0005685884870164,0.0004104702,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005663570037766,0.78179190382595,1402311700.0,0.0005663570037766,0.0003969670898825,phi_peri
wildtype,glycerol,2024-05-22,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0008522964510458,1.11237455591441,1402311700.0,0.0008522964510458,0.0005648256117256,phi_peri
wildtype,sorbitol,2024-05-22,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0011205599210812,1.43221067320815,1402311700.0,0.0011205599210812,0.0007272274121281,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.000260854208602,0.358101421193945,1402311700.0,0.000260854208602,0.0001818316080768,phi_peri
wildtype,LB,2024-05-24,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0001442897183489,0.19926241514968,1402311700.0,0.0001442897183489,0.0001011786137434,phi_peri
wildtype,acetate,2024-05-25,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.001903264033496,2.50086364584032,1402311700.0,0.001903264033496,0.0012698527048231,phi_peri
meshI,glucose,2024-05-23,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005260308342835,0.752580175806241,1402311700.0,0.0005260308342835,0.0003821343772313,phi_peri
meshI,glucose,2024-05-23,100,1,ARGT_ECOLI,argT,b2310 JW2307,0.0007491265286,1.05755626465188,1402311700.0,0.0007491265286,0.000536990765332,phi_peri
relA,glucose,2024-05-23,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005497982135454,0.754611337529674,1402311700.0,0.0005497982135454,0.0003831657314248,phi_peri
relA,glucose,2024-05-23,2,1,ARGT_ECOLI,argT,b2310 JW2307,0.0010049102897102,1.31048670155669,1402311700.0,0.0010049102897102,0.0006654201581019,phi_peri
relA,glucose,2024-05-25,4,1,ARGT_ECOLI,argT,b2310 JW2307,0.0011319971945097,1.41923958795691,1402311700.0,0.0011319971945097,0.0007206411403343,phi_peri
lacZ,glucose,2024-05-25,0,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005543786366943,0.752474266890392,1402311700.0,0.0005543786366943,0.0003820806003197,phi_peri
lacZ,glucose,2024-05-28,1,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005349396685549,0.71421872703302,1402311700.0,0.0005349396685549,0.0003626557504911,phi_peri
lacZ,glucose,2024-05-29,3,1,ARGT_ECOLI,argT,b2310 JW2307,0.0005179283743989,0.691068046812811,1402311700.0,0.0005179283743989,0.000350900629837,phi_peri
lacZ,glucose,2024-05-25,5,1,ARGT_ECOLI,argT,b2310 JW2307,0.0006245178057453,0.837622430702337,1402311700.0,0.0006245178057453,0.0004253159147709,phi_peri
wildtype,glucose,2024-05-22,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.000435620930599,0.805443860196469,1147996800.0,0.000435620930599,0.0004104702,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.000533062262618,0.95120839129744,1147996800.0,0.000533062262618,0.0004847547022362,phi_peri
wildtype,glycerol,2024-05-22,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0005482505292185,0.898778518144891,1147996800.0,0.0005482505292185,0.0004580353967918,phi_peri
wildtype,sorbitol,2024-05-22,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0006975812252289,1.11951411169158,1147996800.0,0.0006975812252289,0.0005705266425605,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0001995618465246,0.354847881504104,1147996800.0,0.0001995618465246,0.0001808375333012,phi_peri
wildtype,LB,2024-05-24,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0001005737692349,0.183440367672469,1147996800.0,0.0001005737692349,9.348485739058837e-05,phi_peri
wildtype,acetate,2024-05-25,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0015224161811403,2.54094793476005,1147996800.0,0.0015224161811403,0.0012949175709355,phi_peri
meshI,glucose,2024-05-23,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0004470006475375,0.817073548177859,1147996800.0,0.0004470006475375,0.0004163969201447,phi_peri
meshI,glucose,2024-05-23,100,2,ARGT_ECOLI,argT,b2310 JW2307,0.0005324280605837,0.963057611773344,1147996800.0,0.0005324280605837,0.0004907933005035,phi_peri
relA,glucose,2024-05-23,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0004725149438742,0.817896919522972,1147996800.0,0.0004725149438742,0.0004168165265473,phi_peri
relA,glucose,2024-05-26,2,2,ARGT_ECOLI,argT,b2310 JW2307,0.0007281786737018,1.24455921692072,1147996800.0,0.0007281786737018,0.0006342521135572,phi_peri
relA,glucose,2024-05-25,4,2,ARGT_ECOLI,argT,b2310 JW2307,0.0009936130701339,1.61104278255126,1147996800.0,0.0009936130701339,0.0008210194227578,phi_peri
lacZ,glucose,2024-05-25,0,2,ARGT_ECOLI,argT,b2310 JW2307,0.0004625072639293,0.806087424816486,1147996800.0,0.0004625072639293,0.0004107981733217,phi_peri
lacZ,glucose,2024-05-28,1,2,ARGT_ECOLI,argT,b2310 JW2307,0.0004651913020348,0.821561858974695,1147996800.0,0.0004651913020348,0.0004186842525355,phi_peri
lacZ,glucose,2024-05-26,3,2,ARGT_ECOLI,argT,b2310 JW2307,0.0003702229934702,0.638542506632491,1147996800.0,0.0003702229934702,0.0003254139529252,phi_peri
lacZ,glucose,2024-05-25,5,2,ARGT_ECOLI,argT,b2310 JW2307,0.0004630120112895,0.79236767415495,1147996800.0,0.0004630120112895,0.0004038063156935,phi_peri
wildtype,glucose,2024-05-22,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0011740264035583,1.01650814034861,2302670500.0,0.0011740264035583,0.0004394911,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0018627931776031,1.56595144584988,2302670500.0,0.0018627931776031,0.0006770449700945,phi_peri
wildtype,glycerol,2024-05-22,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0010965475710521,0.871566650176917,2302670500.0,0.0010965475710521,0.0003768251041041,phi_peri
wildtype,sorbitol,2024-05-22,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0011553615315192,0.899295633115985,2302670500.0,0.0011553615315192,0.0003888138336873,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0009801766320565,0.819455362242045,2302670500.0,0.0009801766320566,0.0003542945936755,phi_peri
wildtype,LB,2024-05-24,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0008691278536629,0.730947917117551,2302670500.0,0.0008691278536629,0.0003160280684289,phi_peri
wildtype,acetate,2024-05-25,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0011620196551517,0.929859231711573,2302670500.0,0.0011620196551517,0.0004020281199616,phi_peri
meshI,glucose,2024-05-23,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0012276419410587,1.06961146595762,2302670500.0,0.0012276419410587,0.0004624505216309,phi_peri
meshI,glucose,2024-05-23,100,1,ARTI_ECOLI,artI,b0863 JW0847,0.0010869177710086,0.934453629463883,2302670500.0,0.0010869177710086,0.00040401452503,phi_peri
relA,glucose,2024-05-23,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0012152708865516,1.01579449720239,2302670500.0,0.0012152708865516,0.000439182553714,phi_peri
relA,glucose,2024-05-23,2,1,ARTI_ECOLI,artI,b0863 JW0847,0.0013680259841379,1.0864567233083,2302670500.0,0.0013680259841379,0.0004697336317104,phi_peri
relA,glucose,2024-05-25,4,1,ARTI_ECOLI,artI,b0863 JW0847,0.0020408067548753,1.55820649296033,2302670500.0,0.0020408067548753,0.0006736964107177,phi_peri
lacZ,glucose,2024-05-25,0,1,ARTI_ECOLI,artI,b0863 JW0847,0.0011273430509355,0.931867185521984,2302670500.0,0.0011273430509355,0.0004028962663088,phi_peri
lacZ,glucose,2024-05-28,1,1,ARTI_ECOLI,artI,b0863 JW0847,0.0009916867292887,0.806331620287233,2302670500.0,0.0009916867292887,0.0003486204947097,phi_peri
lacZ,glucose,2024-05-29,3,1,ARTI_ECOLI,artI,b0863 JW0847,0.0009891426864544,0.803753381672027,2302670500.0,0.0009891426864544,0.0003475057835922,phi_peri
lacZ,glucose,2024-05-25,5,1,ARTI_ECOLI,artI,b0863 JW0847,0.0009988790335026,0.815885343193165,2302670500.0,0.0009988790335026,0.0003527510825745,phi_peri
wildtype,glucose,2024-05-22,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0017876221062797,1.24085027756013,3057901900.0,0.0017876221062797,0.0004394911,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0028996257822361,1.94248116252408,3057901900.0,0.0028996257822361,0.0006879985428424,phi_peri
wildtype,glycerol,2024-05-22,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0013841099291584,0.851846487570457,3057901900.0,0.0013841099291584,0.000301711621961,phi_peri
wildtype,sorbitol,2024-05-22,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0015044263229319,0.90640614515485,3057901900.0,0.0015044263229319,0.0003210358582214,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.00098976014248,0.660711388291467,3057901900.0,0.00098976014248,0.0002340143529594,phi_peri
wildtype,LB,2024-05-24,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0007501752515618,0.51367691285722,3057901900.0,0.0007501752515618,0.000181936882764,phi_peri
wildtype,acetate,2024-05-25,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0012765342329395,0.799856299407138,3057901900.0,0.0012765342329395,0.0002832974543549,phi_peri
meshI,glucose,2024-05-23,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0015722064838794,1.07889631656109,3057901900.0,0.0015722064838794,0.0003821293652637,phi_peri
meshI,glucose,2024-05-23,100,2,ARTI_ECOLI,artI,b0863 JW0847,0.0012837957559584,0.871774971693453,3057901900.0,0.0012837957559584,0.000308770000854,phi_peri
relA,glucose,2024-05-23,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0012355754925186,0.802914754340445,3057901900.0,0.0012355754925186,0.0002843807145574,phi_peri
relA,glucose,2024-05-26,2,2,ARTI_ECOLI,artI,b0863 JW0847,0.0019217879219476,1.23310539606538,3057901900.0,0.0019217879219476,0.0004367479757495,phi_peri
relA,glucose,2024-05-25,4,2,ARTI_ECOLI,artI,b0863 JW0847,0.0024496275432024,1.49110066259503,3057901900.0,0.0024496275432024,0.0005281261424248,phi_peri
lacZ,glucose,2024-05-25,0,2,ARTI_ECOLI,artI,b0863 JW0847,0.0013170382637128,0.861745669172841,3057901900.0,0.0013170382637128,0.0003052177679403,phi_peri
lacZ,glucose,2024-05-28,1,2,ARTI_ECOLI,artI,b0863 JW0847,0.0012869215431099,0.85325311572002,3057901900.0,0.0012869215431099,0.0003022098291693,phi_peri
lacZ,glucose,2024-05-26,3,2,ARTI_ECOLI,artI,b0863 JW0847,0.0012154593724843,0.787016794943642,3057901900.0,0.0012154593724843,0.0002787498888329,phi_peri
lacZ,glucose,2024-05-25,5,2,ARTI_ECOLI,artI,b0863 JW0847,0.001102181285861,0.708116401246019,3057901900.0,0.001102181285861,0.0002508045182724,phi_peri
wildtype,glucose,2024-05-22,0,1,ARTJ_ECOLI,artJ,b0860 JW0844,0.0028930143606472,1.2332683264207,4676897000.0,0.0028930143606472,0.001365052,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,ARTJ_ECOLI,artJ,b0860 JW0844,0.0033894771888956,1.40287947279405,4676897000.0,0.0033894771888956,0.001552787328654,phi_peri
wildtype,glycerol,2024-05-22,0,1,ARTJ_ECOLI,artJ,b0860 JW0844,0.0026523858482796,1.037967655424,4676897000.0,0.0026523858482796,0.0011488820345236,phi_peri
wildtype,sorbitol,2024-05-22,0,1,ARTJ_ECOLI,artJ,b0860 JW0844,0.0025313467704792,0.9700859537745,4676897000.0,0.0025313467704792,0.0010737466802662,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,ARTJ_ECOLI,artJ,b0860 JW0844,0.0004477483416435,0.184301527484356,4676897000.0,0.0004477483416435,0.0002039954836314,phi_peri
